10000,0.0017979720,0.0000117151
20000,0.0048574295,0.0000198668
30000,0.0100137500,0.0000052115
40000,0.0176226783,0.0000051388
50000,0.0224638192,0.0000045003
60000,0.0288370263,0.0000090380
70000,0.0367623684,0.0000050493
80000,0.0388144027,0.0000066929
90000,0.0452433502,0.0000062317
100000,0.0485160609,0.0000063190
