10000,0.0026168323,0.0000099048
20000,0.0064665277,0.0000046990
30000,0.0105382999,0.0000101865
40000,0.0152771224,0.0000048809
50000,0.0197974220,0.0000031998
60000,0.0235100390,0.0000022134
70000,0.0311258192,0.0000070217
80000,0.0369678889,0.0000058416
90000,0.0444171216,0.0000040068
100000,0.0475464578,0.0000038077
