10000,0.0022609247,0.0000469930
20000,0.0052670261,0.0000846717
30000,0.0085564689,0.0001359379
40000,0.0113007108,0.0001632237
50000,0.0147579659,0.0002120334
60000,0.0173863151,0.0002458534
70000,0.0220557419,0.0003150508
80000,0.0245690166,0.0003010937
90000,0.0275894874,0.0003520377
100000,0.0316607099,0.0003716483
